"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"20881495","","","","","","","1598","1598","1598","95.28205108642578","95.28205108642578","95.28205108642578"
"20909649","1708","1708","1708","94.76614379882812","94.76614379882812","94.76614379882812","","","","","",""
"20916038","","","","","","","1600","1600","1600","97.07791900634766","97.07791900634766","97.07791900634766"
"20931078","1710","1710","1710","91.54471588134766","91.54471588134766","91.54471588134766","","","","","",""
"20946756","","","","","","","1602","1602","1602","97.62510681152344","97.62510681152344","97.62510681152344"
"20952726","1712","1712","1712","93.2038803100586","93.2038803100586","93.2038803100586","","","","","",""
"20973373","1714","1714","1714","91.88311767578125","91.88311767578125","91.88311767578125","","","","","",""
"20973624","","","","","","","1604","1604","1604","96.82854461669922","96.82854461669922","96.82854461669922"
"20999160","1716","1716","1716","94.10150909423828","94.10150909423828","94.10150909423828","","","","","",""
"21001744","","","","","","","1606","1606","1606","96.74115753173828","96.74115753173828","96.74115753173828"
"21024891","1718","1718","1718","93.69747924804688","93.69747924804688","93.69747924804688","","","","","",""
"21031384","","","","","","","1608","1608","1608","97.2602767944336","97.2602767944336","97.2602767944336"
"21050830","1720","1720","1720","93.17871856689453","93.17871856689453","93.17871856689453","","","","","",""
"21057723","","","","","","","1610","1610","1610","96.76441192626953","96.76441192626953","96.76441192626953"
"21078846","1722","1722","1722","93.85964965820312","93.85964965820312","93.85964965820312","","","","","",""
"21088629","","","","","","","1612","1612","1612","97.33218383789062","97.33218383789062","97.33218383789062"
"21114539","1724","1724","1724","96.48562622070312","96.48562622070312","96.48562622070312","","","","","",""
"21123815","","","","","","","1614","1614","1614","97.73966979980469","97.73966979980469","97.73966979980469"
"21139338","1726","1726","1726","92.36311340332031","92.36311340332031","92.36311340332031","","","","","",""
"21150816","","","","","","","1616","1616","1616","96.34615325927734","96.34615325927734","96.34615325927734"
"21161369","1728","1728","1728","93.62744903564453","93.62744903564453","93.62744903564453","","","","","",""
"21175899","","","","","","","1618","1618","1618","96.25","96.25","96.25"
"21181341","1730","1730","1730","91.14583587646484","91.14583587646484","91.14583587646484","","","","","",""
"21202855","","","","","","","1620","1620","1620","95.99236297607422","95.99236297607422","95.99236297607422"
"21204884","1732","1732","1732","92.1752700805664","92.1752700805664","92.1752700805664","","","","","",""
"21227857","","","","","","","1622","1622","1622","95.28795623779297","95.28795623779297","95.28795623779297"
"21236635","1734","1734","1734","93.19955444335938","93.19955444335938","93.19955444335938","","","","","",""
"21254191","","","","","","","1624","1624","1624","95.42682647705078","95.42682647705078","95.42682647705078"
"21257805","1736","1736","1736","93.10344696044922","93.10344696044922","93.10344696044922","","","","","",""
"21281105","","","","","","","1626","1626","1626","95.5660400390625","95.5660400390625","95.5660400390625"
"21286920","1738","1738","1738","94.71094512939453","94.71094512939453","94.71094512939453","","","","","",""
"21314794","","","","","","","1638","1638","1638","97.15190124511719","97.15190124511719","97.15190124511719"
"21317465","1740","1740","1740","93.08323669433594","93.08323669433594","93.08323669433594","","","","","",""
"21340540","","","","","","","1640","1640","1640","95.84600067138672","95.84600067138672","95.84600067138672"
"21348187","1742","1742","1742","94.2652359008789","94.2652359008789","94.2652359008789","","","","","",""
"21371515","","","","","","","1642","1642","1642","97.18309783935547","97.18309783935547","97.18309783935547"
"21372614","1744","1744","1744","93.96551513671875","93.96551513671875","93.96551513671875","","","","","",""
"21398756","","","","","","","1644","1644","1644","96.63551330566406","96.63551330566406","96.63551330566406"
"21399910","1746","1746","1746","95.27664947509766","95.27664947509766","95.27664947509766","","","","","",""
"21422946","","","","","","","1646","1646","1646","95.71275329589844","95.71275329589844","95.71275329589844"
"21426758","1748","1748","1748","92.91553497314453","92.91553497314453","92.91553497314453","","","","","",""
"21447370","","","","","","","1648","1648","1648","95.9910888671875","95.9910888671875","95.9910888671875"
"21448827","1750","1750","1750","92.4071044921875","92.4071044921875","92.4071044921875","","","","","",""
"21472381","1752","1752","1752","92.27202606201172","92.27202606201172","92.27202606201172","","","","","",""
"21473607","","","","","","","1650","1650","1650","95.48577117919922","95.48577117919922","95.48577117919922"
"21495868","1754","1754","1754","91.61849975585938","91.61849975585938","91.61849975585938","","","","","",""
"21507467","","","","","","","1652","1652","1652","96.95999908447266","96.95999908447266","96.95999908447266"
"21515109","1756","1756","1756","88.05667877197266","88.05667877197266","88.05667877197266","","","","","",""
"21538044","","","","","","","1654","1654","1654","96.02032470703125","96.02032470703125","96.02032470703125"
"21546614","1758","1758","1758","93.00699615478516","93.00699615478516","93.00699615478516","","","","","",""
"21568339","","","","","","","1656","1656","1656","95.75021362304688","95.75021362304688","95.75021362304688"
"21573546","1760","1760","1760","92.8673324584961","92.8673324584961","92.8673324584961","","","","","",""
"21593839","","","","","","","1658","1658","1658","95.40347290039062","95.40347290039062","95.40347290039062"
"21600075","1762","1762","1762","93.02631378173828","93.02631378173828","93.02631378173828","","","","","",""
"21626413","","","","","","","1660","1660","1660","97.2817153930664","97.2817153930664","97.2817153930664"
"21631329","1764","1764","1764","94.85980987548828","94.85980987548828","94.85980987548828","","","","","",""
"21655292","1766","1766","1766","90.3129653930664","90.3129653930664","90.3129653930664","","","","","",""
"21657019","","","","","","","1662","1662","1662","96.68989562988281","96.68989562988281","96.68989562988281"
"21685601","1768","1768","1768","94.80840301513672","94.80840301513672","94.80840301513672","","","","","",""
"21687227","","","","","","","1664","1664","1664","96.8663558959961","96.8663558959961","96.8663558959961"
"21711811","","","","","","","1666","1666","1666","96.4430923461914","96.4430923461914","96.4430923461914"
"21711827","1770","1770","1770","92.51700592041016","92.51700592041016","92.51700592041016","","","","","",""
"21737406","","","","","","","1668","1668","1668","96.08879852294922","96.08879852294922","96.08879852294922"
"21741431","1772","1772","1772","96.27727508544922","96.27727508544922","96.27727508544922","","","","","",""
"21755986","1774","1774","1774","87.67123413085938","87.67123413085938","87.67123413085938","","","","","",""
"21761256","","","","","","","1670","1670","1670","96.10810852050781","96.10810852050781","96.10810852050781"
"21780196","1776","1776","1776","92.44712829589844","92.44712829589844","92.44712829589844","","","","","",""
"21788927","","","","","","","1672","1672","1672","95.01915740966797","95.01915740966797","95.01915740966797"
"21806557","1778","1778","1778","94.37751007080078","94.37751007080078","94.37751007080078","","","","","",""
"21812270","","","","","","","1674","1674","1674","94.7872314453125","94.7872314453125","94.7872314453125"
"21835282","1780","1780","1780","94.07979583740234","94.07979583740234","94.07979583740234","","","","","",""
"21840443","","","","","","","1676","1676","1676","94.88151550292969","94.88151550292969","94.88151550292969"
"21860447","1782","1782","1782","92.79279327392578","92.79279327392578","92.79279327392578","","","","","",""
"21866347","","","","","","","1678","1678","1678","95.77603149414062","95.77603149414062","95.77603149414062"
"21886032","1784","1784","1784","92.28687286376953","92.28687286376953","92.28687286376953","","","","","",""
"21894044","","","","","","","1680","1680","1680","94.8424072265625","94.8424072265625","94.8424072265625"
"21907874","1786","1786","1786","89.69403839111328","89.69403839111328","89.69403839111328","","","","","",""
"21921838","","","","","","","1682","1682","1682","96.75881958007812","96.75881958007812","96.75881958007812"
"21937705","1788","1788","1788","93.59296417236328","93.59296417236328","93.59296417236328","","","","","",""
"21953077","","","","","","","1684","1684","1684","96.66666412353516","96.66666412353516","96.66666412353516"
"21958408","1790","1790","1790","91.89189147949219","91.89189147949219","91.89189147949219","","","","","",""
"21986158","","","","","","","1686","1686","1686","96.63382720947266","96.63382720947266","96.63382720947266"
"21989828","1792","1792","1792","92.89940643310547","92.89940643310547","92.89940643310547","","","","","",""
"22010715","","","","","","","1688","1688","1688","95.87203216552734","95.87203216552734","95.87203216552734"
"22014178","1794","1794","1794","90.53254699707031","90.53254699707031","90.53254699707031","","","","","",""
"22041484","1796","1796","1796","92.4554214477539","92.4554214477539","92.4554214477539","","","","","",""
"22041553","","","","","","","1690","1690","1690","96.4502182006836","96.4502182006836","96.4502182006836"
"22071261","","","","","","","1692","1692","1692","96.51567840576172","96.51567840576172","96.51567840576172"
"22074917","1798","1798","1798","94.05034637451172","94.05034637451172","94.05034637451172","","","","","",""
"22095166","1800","1800","1800","92.94990539550781","92.94990539550781","92.94990539550781","","","","","",""
"22096737","","","","","","","1694","1694","1694","95.951416015625","95.951416015625","95.951416015625"
"22120646","1802","1802","1802","93.71344757080078","93.71344757080078","93.71344757080078","","","","","",""
"22124436","","","","","","","1696","1696","1696","95.64007568359375","95.64007568359375","95.64007568359375"
"22142431","1804","1804","1804","92.9276351928711","92.9276351928711","92.9276351928711","","","","","",""
"22151422","","","","","","","1698","1698","1698","95.27558898925781","95.27558898925781","95.27558898925781"
"22165945","1806","1806","1806","93.54838562011719","93.54838562011719","93.54838562011719","","","","","",""
"22173868","","","","","","","1700","1700","1700","96.1407470703125","96.1407470703125","96.1407470703125"
"22189517","1808","1808","1808","92.7492446899414","92.7492446899414","92.7492446899414","","","","","",""
"22202999","","","","","","","1702","1702","1702","96.90628051757812","96.90628051757812","96.90628051757812"
"22212947","1810","1810","1810","93.34442901611328","93.34442901611328","93.34442901611328","","","","","",""
"22223694","","","","","","","1704","1704","1704","95.59014129638672","95.59014129638672","95.59014129638672"
"22235523","1812","1812","1812","91.53094482421875","91.53094482421875","91.53094482421875","","","","","",""
"22254803","","","","","","","1706","1706","1706","96.39485168457031","96.39485168457031","96.39485168457031"
"22259698","1814","1814","1814","91.2977066040039","91.2977066040039","91.2977066040039","","","","","",""
"22285043","","","","","","","1708","1708","1708","96.900634765625","96.900634765625","96.900634765625"
"22288215","1816","1816","1816","91.125","91.125","91.125","","","","","",""
