"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"11825560","972","972","972","0.058813340961933136","0.058813340961933136","0.058813340961933136","","","","","",""
"11833004","","","","","","","938","938","938","0","0","0"
"11853789","974","974","974","0.045482538640499115","0.045482538640499115","0.045482538640499115","","","","","",""
"11867057","","","","","","","940","940","940","0","0","0"
"11878748","976","976","976","0.06046989560127258","0.06046989560127258","0.06046989560127258","","","","","",""
"11891614","","","","","","","942","942","942","0","0","0"
"11904705","978","978","978","0.05334477871656418","0.05334477871656418","0.05334477871656418","","","","","",""
"11923420","","","","","","","944","944","944","0","0","0"
"11929079","980","980","980","0.054314881563186646","0.054314881563186646","0.054314881563186646","","","","","",""
"11951870","","","","","","","946","946","946","0","0","0"
"11957428","982","982","982","0.051166847348213196","0.051166847348213196","0.051166847348213196","","","","","",""
"11979171","","","","","","","948","948","948","0","0","0"
"11985021","984","984","984","0.05281209200620651","0.05281209200620651","0.05281209200620651","","","","","",""
"12008384","","","","","","","950","950","950","0","0","0"
"12011999","986","986","986","0.0563371516764164","0.0563371516764164","0.0563371516764164","","","","","",""
"12033748","","","","","","","952","952","952","0","0","0"
"12038025","988","988","988","0.059708718210458755","0.059708718210458755","0.059708718210458755","","","","","",""
"12061928","990","990","990","0.05081549286842346","0.05081549286842346","0.05081549286842346","","","","","",""
"12063267","","","","","","","954","954","954","0","0","0"
"12085195","992","992","992","0.05667119473218918","0.05667119473218918","0.05667119473218918","","","","","",""
"12090654","","","","","","","956","956","956","0","0","0"
"12106203","994","994","994","0.06250012665987015","0.06250012665987015","0.06250012665987015","","","","","",""
"12120380","","","","","","","958","958","958","0","0","0"
"12130221","996","996","996","0.03988809511065483","0.03988809511065483","0.03988809511065483","","","","","",""
"12148214","","","","","","","960","960","960","0","0","0"
"12156224","998","998","998","0.05257410928606987","0.05257410928606987","0.05257410928606987","","","","","",""
"12177342","","","","","","","962","962","962","0","0","0"
"12185860","1000","1000","1000","0.05948473513126373","0.05948473513126373","0.05948473513126373","","","","","",""
"12204951","","","","","","","964","964","964","0","0","0"
"12216227","1002","1002","1002","0.05022519826889038","0.05022519826889038","0.05022519826889038","","","","","",""
"12227148","","","","","","","966","966","966","0","0","0"
"12240792","1004","1004","1004","0.055495765060186386","0.055495765060186386","0.055495765060186386","","","","","",""
"12256788","","","","","","","968","968","968","0","0","0"
"12266246","1006","1006","1006","0.05188119038939476","0.05188119038939476","0.05188119038939476","","","","","",""
"12286145","","","","","","","970","970","970","0","0","0"
"12292203","1008","1008","1008","0.06518204510211945","0.06518204510211945","0.06518204510211945","","","","","",""
"12315170","","","","","","","972","972","972","0","0","0"
"12316220","1010","1010","1010","0.055744294077157974","0.055744294077157974","0.055744294077157974","","","","","",""
"12345708","","","","","","","974","974","974","0","0","0"
"12346190","1012","1012","1012","0.060679636895656586","0.060679636895656586","0.060679636895656586","","","","","",""
"12365319","1014","1014","1014","0.04613358527421951","0.04613358527421951","0.04613358527421951","","","","","",""
"12376204","","","","","","","976","976","976","0","0","0"
"12390581","1016","1016","1016","0.05952678248286247","0.05952678248286247","0.05952678248286247","","","","","",""
"12397865","","","","","","","978","978","978","0","0","0"
"12409883","1018","1018","1018","0.057623881846666336","0.057623881846666336","0.057623881846666336","","","","","",""
"12424510","","","","","","","980","980","980","0","0","0"
"12429065","1020","1020","1020","0.05410730466246605","0.05410730466246605","0.05410730466246605","","","","","",""
"12454053","1022","1022","1022","0.060946810990571976","0.060946810990571976","0.060946810990571976","","","","","",""
"12455420","","","","","","","982","982","982","0","0","0"
"12482296","1024","1024","1024","0.06254677474498749","0.06254677474498749","0.06254677474498749","","","","","",""
"12482714","","","","","","","984","984","984","0","0","0"
"12502509","1026","1026","1026","0.06393296271562576","0.06393296271562576","0.06393296271562576","","","","","",""
"12506957","","","","","","","986","986","986","0","0","0"
"12526809","1028","1028","1028","0.06324270367622375","0.06324270367622375","0.06324270367622375","","","","","",""
"12539058","","","","","","","988","988","988","0","0","0"
"12549644","1030","1030","1030","0.06803186237812042","0.06803186237812042","0.06803186237812042","","","","","",""
"12565841","","","","","","","990","990","990","0","0","0"
"12569431","1032","1032","1032","0.05548533797264099","0.05548533797264099","0.05548533797264099","","","","","",""
"12590063","","","","","","","992","992","992","0","0","0"
"12597749","1034","1034","1034","0.05393257364630699","0.05393257364630699","0.05393257364630699","","","","","",""
"12614977","","","","","","","994","994","994","0","0","0"
"12624601","1036","1036","1036","0.04938337206840515","0.04938337206840515","0.04938337206840515","","","","","",""
"12642400","","","","","","","996","996","996","0","0","0"
"12644542","1038","1038","1038","0.05158810317516327","0.05158810317516327","0.05158810317516327","","","","","",""
"12660320","1040","1040","1040","0.06223253533244133","0.06223253533244133","0.06223253533244133","","","","","",""
"12671177","","","","","","","998","998","998","0","0","0"
"12680351","1042","1042","1042","0.06627995520830154","0.06627995520830154","0.06627995520830154","","","","","",""
"12700123","","","","","","","1000","1000","1000","0","0","0"
"12703801","1044","1044","1044","0.05364980176091194","0.05364980176091194","0.05364980176091194","","","","","",""
"12723248","","","","","","","1002","1002","1002","0","0","0"
"12731838","1046","1046","1046","0.06113604083657265","0.06113604083657265","0.06113604083657265","","","","","",""
"12752381","","","","","","","1004","1004","1004","0","0","0"
"12755048","1048","1048","1048","0.05544029921293259","0.05544029921293259","0.05544029921293259","","","","","",""
"12774339","1050","1050","1050","0.06736418604850769","0.06736418604850769","0.06736418604850769","","","","","",""
"12780804","","","","","","","1006","1006","1006","0","0","0"
"12805191","1052","1052","1052","0.054038453847169876","0.054038453847169876","0.054038453847169876","","","","","",""
"12805695","","","","","","","1008","1008","1008","0","0","0"
"12829857","","","","","","","1010","1010","1010","0","0","0"
"12835179","1054","1054","1054","0.06011684238910675","0.06011684238910675","0.06011684238910675","","","","","",""
"12856134","","","","","","","1012","1012","1012","0","0","0"
"12859097","1056","1056","1056","0.06941597163677216","0.06941597163677216","0.06941597163677216","","","","","",""
"12877701","1058","1058","1058","0.055393557995557785","0.055393557995557785","0.055393557995557785","","","","","",""
"12889851","","","","","","","1014","1014","1014","0","0","0"
"12903017","1060","1060","1060","0.05843813717365265","0.05843813717365265","0.05843813717365265","","","","","",""
"12921368","","","","","","","1016","1016","1016","0","0","0"
"12932564","1062","1062","1062","0.062202271074056625","0.062202271074056625","0.062202271074056625","","","","","",""
"12953656","","","","","","","1018","1018","1018","0","0","0"
"12955317","1064","1064","1064","0.050358276814222336","0.050358276814222336","0.050358276814222336","","","","","",""
"12977302","","","","","","","1020","1020","1020","0","0","0"
"12984082","1066","1066","1066","0.05864004045724869","0.05864004045724869","0.05864004045724869","","","","","",""
"13002277","","","","","","","1022","1022","1022","0","0","0"
"13014918","1068","1068","1068","0.0494486466050148","0.0494486466050148","0.0494486466050148","","","","","",""
"13031283","","","","","","","1024","1024","1024","0","0","0"
"13036944","1070","1070","1070","0.060734380036592484","0.060734380036592484","0.060734380036592484","","","","","",""
"13059996","","","","","","","1026","1026","1026","0","0","0"
"13062066","1072","1072","1072","0.018397685140371323","0.018397685140371323","0.018397685140371323","","","","","",""
"13087268","","","","","","","1028","1028","1028","0","0","0"
"13092428","1074","1074","1074","0.06248840317130089","0.06248840317130089","0.06248840317130089","","","","","",""
"13110449","1076","1076","1076","0.05917990207672119","0.05917990207672119","0.05917990207672119","","","","","",""
"13110614","","","","","","","1030","1030","1030","0","0","0"
"13129216","1078","1078","1078","0.0538460798561573","0.0538460798561573","0.0538460798561573","","","","","",""
"13138277","","","","","","","1032","1032","1032","0","0","0"
"13154841","1080","1080","1080","0.05000583827495575","0.05000583827495575","0.05000583827495575","","","","","",""
"13162372","","","","","","","1034","1034","1034","0","0","0"
"13173513","1082","1082","1082","0.04403093829751015","0.04403093829751015","0.04403093829751015","","","","","",""
"13189731","","","","","","","1036","1036","1036","0","0","0"
"13196961","1084","1084","1084","0.052996814250946045","0.052996814250946045","0.052996814250946045","","","","","",""
"13215010","","","","","","","1038","1038","1038","0","0","0"
"13219590","1086","1086","1086","0.06370946764945984","0.06370946764945984","0.06370946764945984","","","","","",""
"13245935","1088","1088","1088","0.04656503349542618","0.04656503349542618","0.04656503349542618","","","","","",""
"13246384","","","","","","","1040","1040","1040","0","0","0"
"13268215","1090","1090","1090","0.057279057800769806","0.057279057800769806","0.057279057800769806","","","","","",""
"13273307","","","","","","","1042","1042","1042","0","0","0"
"13294805","1092","1092","1092","0.059378303587436676","0.059378303587436676","0.059378303587436676","","","","","",""
"13297552","","","","","","","1044","1044","1044","0","0","0"
"13317602","1094","1094","1094","0.058048054575920105","0.058048054575920105","0.058048054575920105","","","","","",""
"13324028","","","","","","","1046","1046","1046","0","0","0"
"13349238","1096","1096","1096","0.052972957491874695","0.052972957491874695","0.052972957491874695","","","","","",""
"13354292","","","","","","","1048","1048","1048","0","0","0"
"13374192","1098","1098","1098","0.0454244390130043","0.0454244390130043","0.0454244390130043","","","","","",""
"13379241","","","","","","","1050","1050","1050","0","0","0"
"13394247","1100","1100","1100","0.057961441576480865","0.057961441576480865","0.057961441576480865","","","","","",""
