"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/kl_div","HR-PPO - regularize/kl_div__MIN","HR-PPO - regularize/kl_div__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/kl_div","PPO - regularize/kl_div__MIN","PPO - regularize/kl_div__MAX"
"9287887","","","","","","","742","742","742","17.78812026977539","17.78812026977539","17.78812026977539"
"9304684","766","766","766","1.0305684804916382","1.0305684804916382","1.0305684804916382","","","","","",""
"9310862","","","","","","","744","744","744","18.40464973449707","18.40464973449707","18.40464973449707"
"9327021","768","768","768","0.9021222591400146","0.9021222591400146","0.9021222591400146","","","","","",""
"9338337","","","","","","","746","746","746","17.67337417602539","17.67337417602539","17.67337417602539"
"9351250","770","770","770","1.0035818815231323","1.0035818815231323","1.0035818815231323","","","","","",""
"9369735","","","","","","","748","748","748","17.180326461791992","17.180326461791992","17.180326461791992"
"9372321","772","772","772","0.9397690892219543","0.9397690892219543","0.9397690892219543","","","","","",""
"9392178","774","774","774","1.0704811811447144","1.0704811811447144","1.0704811811447144","","","","","",""
"9400608","","","","","","","750","750","750","17.606853485107422","17.606853485107422","17.606853485107422"
"9418549","776","776","776","1.1103389263153076","1.1103389263153076","1.1103389263153076","","","","","",""
"9433851","","","","","","","752","752","752","17.210250854492188","17.210250854492188","17.210250854492188"
"9447780","778","778","778","0.818565845489502","0.818565845489502","0.818565845489502","","","","","",""
"9461189","","","","","","","754","754","754","17.77194595336914","17.77194595336914","17.77194595336914"
"9469757","780","780","780","0.8804434537887573","0.8804434537887573","0.8804434537887573","","","","","",""
"9486767","","","","","","","756","756","756","17.79404067993164","17.79404067993164","17.79404067993164"
"9498061","782","782","782","0.9539052844047546","0.9539052844047546","0.9539052844047546","","","","","",""
"9515332","","","","","","","758","758","758","17.76697540283203","17.76697540283203","17.76697540283203"
"9523296","784","784","784","1.035595417022705","1.035595417022705","1.035595417022705","","","","","",""
"9539942","","","","","","","760","760","760","17.851240158081055","17.851240158081055","17.851240158081055"
"9545810","786","786","786","0.8989286422729492","0.8989286422729492","0.8989286422729492","","","","","",""
"9565993","","","","","","","762","762","762","17.956491470336914","17.956491470336914","17.956491470336914"
"9573333","788","788","788","1.1137058734893799","1.1137058734893799","1.1137058734893799","","","","","",""
"9591582","","","","","","","764","764","764","18.015409469604492","18.015409469604492","18.015409469604492"
"9596493","790","790","790","1.0717670917510986","1.0717670917510986","1.0717670917510986","","","","","",""
"9617026","","","","","","","766","766","766","17.72544288635254","17.72544288635254","17.72544288635254"
"9620589","792","792","792","1.0598556995391846","1.0598556995391846","1.0598556995391846","","","","","",""
"9643107","794","794","794","0.9467000961303711","0.9467000961303711","0.9467000961303711","","","","","",""
"9645287","","","","","","","768","768","768","17.627099990844727","17.627099990844727","17.627099990844727"
"9674420","796","796","796","0.9571911096572876","0.9571911096572876","0.9571911096572876","","","","","",""
"9675811","","","","","","","770","770","770","17.622236251831055","17.622236251831055","17.622236251831055"
"9697864","","","","","","","772","772","772","18.324186325073242","18.324186325073242","18.324186325073242"
"9698304","798","798","798","0.9112545251846313","0.9112545251846313","0.9112545251846313","","","","","",""
"9723894","","","","","","","774","774","774","17.306640625","17.306640625","17.306640625"
"9727263","800","800","800","0.8876493573188782","0.8876493573188782","0.8876493573188782","","","","","",""
"9747226","","","","","","","776","776","776","17.676815032958984","17.676815032958984","17.676815032958984"
"9754007","802","802","802","0.9961838722229004","0.9961838722229004","0.9961838722229004","","","","","",""
"9775793","","","","","","","778","778","778","17.67809295654297","17.67809295654297","17.67809295654297"
"9782398","804","804","804","1.0236594676971436","1.0236594676971436","1.0236594676971436","","","","","",""
"9800883","","","","","","","780","780","780","17.61855125427246","17.61855125427246","17.61855125427246"
"9809213","806","806","806","1.0203523635864258","1.0203523635864258","1.0203523635864258","","","","","",""
"9827382","","","","","","","782","782","782","17.6065673828125","17.6065673828125","17.6065673828125"
"9838761","818","818","818","1.096289873123169","1.096289873123169","1.096289873123169","","","","","",""
"9860309","","","","","","","784","784","784","18.53766441345215","18.53766441345215","18.53766441345215"
"9863736","820","820","820","0.7791090607643127","0.7791090607643127","0.7791090607643127","","","","","",""
"9885385","","","","","","","786","786","786","18.22966194152832","18.22966194152832","18.22966194152832"
"9889735","822","822","822","1.039341926574707","1.039341926574707","1.039341926574707","","","","","",""
"9913480","","","","","","","788","788","788","17.97441291809082","17.97441291809082","17.97441291809082"
"9916840","824","824","824","0.8440503478050232","0.8440503478050232","0.8440503478050232","","","","","",""
"9938259","826","826","826","0.9749988317489624","0.9749988317489624","0.9749988317489624","","","","","",""
"9942062","","","","","","","790","790","790","17.88167953491211","17.88167953491211","17.88167953491211"
"9962299","828","828","828","1.0208653211593628","1.0208653211593628","1.0208653211593628","","","","","",""
"9972577","","","","","","","792","792","792","17.930315017700195","17.930315017700195","17.930315017700195"
"9988193","830","830","830","1.0713194608688354","1.0713194608688354","1.0713194608688354","","","","","",""
"9998763","","","","","","","794","794","794","18.001237869262695","18.001237869262695","18.001237869262695"
"10012050","832","832","832","0.8601895570755005","0.8601895570755005","0.8601895570755005","","","","","",""
"10024069","","","","","","","796","796","796","18.008251190185547","18.008251190185547","18.008251190185547"
"10034708","834","834","834","1.1026335954666138","1.1026335954666138","1.1026335954666138","","","","","",""
"10055721","836","836","836","0.9831992983818054","0.9831992983818054","0.9831992983818054","","","","","",""
"10056392","","","","","","","798","798","798","18.019454956054688","18.019454956054688","18.019454956054688"
"10082425","","","","","","","800","800","800","17.905166625976562","17.905166625976562","17.905166625976562"
"10086236","838","838","838","1.186374306678772","1.186374306678772","1.186374306678772","","","","","",""
"10105666","","","","","","","802","802","802","18.33151626586914","18.33151626586914","18.33151626586914"
"10115160","840","840","840","1.035872459411621","1.035872459411621","1.035872459411621","","","","","",""
"10128399","","","","","","","804","804","804","18.452613830566406","18.452613830566406","18.452613830566406"
"10137149","842","842","842","1.1002600193023682","1.1002600193023682","1.1002600193023682","","","","","",""
"10152559","","","","","","","806","806","806","18.390729904174805","18.390729904174805","18.390729904174805"
"10165845","844","844","844","0.9874334335327148","0.9874334335327148","0.9874334335327148","","","","","",""
"10183515","","","","","","","818","818","818","18.673431396484375","18.673431396484375","18.673431396484375"
"10189688","846","846","846","1.1770203113555908","1.1770203113555908","1.1770203113555908","","","","","",""
"10211464","","","","","","","820","820","820","18.30420684814453","18.30420684814453","18.30420684814453"
"10217795","848","848","848","1.0390987396240234","1.0390987396240234","1.0390987396240234","","","","","",""
"10240682","","","","","","","822","822","822","18.4829044342041","18.4829044342041","18.4829044342041"
"10243697","850","850","850","0.9551799297332764","0.9551799297332764","0.9551799297332764","","","","","",""
"10267775","","","","","","","824","824","824","18.296375274658203","18.296375274658203","18.296375274658203"
"10268065","852","852","852","1.262690544128418","1.262690544128418","1.262690544128418","","","","","",""
"10289568","","","","","","","826","826","826","18.353038787841797","18.353038787841797","18.353038787841797"
"10293915","854","854","854","1.3394553661346436","1.3394553661346436","1.3394553661346436","","","","","",""
"10313534","856","856","856","0.8732772469520569","0.8732772469520569","0.8732772469520569","","","","","",""
"10314325","","","","","","","828","828","828","19.191699981689453","19.191699981689453","19.191699981689453"
"10338982","858","858","858","1.1047477722167969","1.1047477722167969","1.1047477722167969","","","","","",""
"10343557","","","","","","","830","830","830","18.325429916381836","18.325429916381836","18.325429916381836"
"10368917","","","","","","","832","832","832","18.012130737304688","18.012130737304688","18.012130737304688"
"10369939","860","860","860","0.8768060803413391","0.8768060803413391","0.8768060803413391","","","","","",""
"10394795","","","","","","","834","834","834","19.56554412841797","19.56554412841797","19.56554412841797"
"10395631","862","862","862","0.9540325999259949","0.9540325999259949","0.9540325999259949","","","","","",""
"10415140","","","","","","","836","836","836","18.74535369873047","18.74535369873047","18.74535369873047"
"10418579","864","864","864","0.9424912333488464","0.9424912333488464","0.9424912333488464","","","","","",""
"10439350","866","866","866","1.0939000844955444","1.0939000844955444","1.0939000844955444","","","","","",""
"10444562","","","","","","","838","838","838","18.81841468811035","18.81841468811035","18.81841468811035"
"10468679","868","868","868","0.9106579422950745","0.9106579422950745","0.9106579422950745","","","","","",""
"10476130","","","","","","","840","840","840","18.450448989868164","18.450448989868164","18.450448989868164"
"10493793","870","870","870","0.8876686692237854","0.8876686692237854","0.8876686692237854","","","","","",""
"10507460","","","","","","","842","842","842","18.428701400756836","18.428701400756836","18.428701400756836"
"10513489","872","872","872","1.1191786527633667","1.1191786527633667","1.1191786527633667","","","","","",""
"10534712","874","874","874","1.0255080461502075","1.0255080461502075","1.0255080461502075","","","","","",""
"10537282","","","","","","","844","844","844","18.777225494384766","18.777225494384766","18.777225494384766"
"10565165","","","","","","","846","846","846","18.680253982543945","18.680253982543945","18.680253982543945"
